Index,P,Vref,D1,D2,D0,Validity,ipk,irms,Vo,Ptotal,nZVS
7362,900,226,1.05,1,0.185512844,1,13.78592558,4.955934604,226.0825238,18.576892651,8
7363,200,242,1.075,1,0.074485825,1,8.61698998,2.137549494,242.086575,7.031566627000001,4
7364,300,170,0.525,1,-0.119405057,1,10.04776438,2.954735266,170.0305218,8.405542137,6
7365,300,226,1.4,1,0.281010995,1,16.15811121,3.756757834,225.9482286,21.003427911000003,6
7366,600,182,1.075,1,0.165383346,1,9.325587043,3.53613438,181.9116144,8.233018834,8
7367,1000,218,1.35,1,0.427684518,1,17.94232696,6.731992833,217.9430423,36.183190555,6
7368,1000,238,0.7,1,0.063110537,1,18.57154295,6.413069557,238.0794217,37.101559974,6
7369,300,178,0.825,1,-0.016130565,1,6.259448359,1.90834727,178.0682828,2.890436123,6
7370,600,222,1.55,1,0.488159993,1,20.15713243,6.29543953,222.0958621,42.332264116000005,6
7371,1000,170,1.1899,1,0.386796112,1,18.30374895,7.064237768,169.9484921,37.538296409,8
7372,600,178,1.35,1,0.354282172,1,11.37552351,4.184993593,177.9209974,13.362467427000002,6
7373,1000,214,1.43279,1,0.512511986,1,19.97033611,7.445170733,214.0618473,46.12006027,6
7374,100,222,1.55,1,0.316227481,1,20.06307244,4.561538148,222.334096,34.14838022399999,6
7375,1000,186,0.67458,1,0.13790689,1,17.76831649,7.055229695,186.0772408,35.598134849000004,6
7376,600,190,1.6437,1,0.634344959,1,18.19184517,6.7611127,190.0824123,37.799578268000005,6
7377,800,242,1.4,1,0.393595314,1,18.66946975,6.204498512,241.9313785,37.296144951,6
7378,100,190,0.75,1,-0.098205602,1,6.230798471,1.063998667,190.0673278,2.387632329,6
7379,100,210,0.65,1,-0.145856187,1,12.22742857,2.292923222,210.0734872,9.773490255,6
7380,900,218,1.175,1,0.271603931,1,13.74403979,5.309074505,217.9316028,19.851244837,6
7381,200,234,0.64036,1,-0.126162044,1,15.91970599,3.384462896,234.0858813,19.381724439000003,4
7382,1000,226,1.025,1,0.194986302,1,15.14220661,5.567969574,226.1643033,23.639877105000004,8
7383,100,210,1.375,1,0.218440141,1,12.96313695,2.493051154,209.9735814,11.232944192,6
7384,800,210,1.225,1,0.286682141,1,11.98616588,4.775048617,209.924716,15.798764979999996,6
7385,300,238,1.7,1,0.508524862,1,26.95176453,7.278065611,237.9708537,78.85722817899999,6
7386,400,206,0.75,1,-0.03397466,1,8.714375791,2.659022279,206.0682508,6.949805894,6
7387,500,182,0.57369,1,-0.046630077,1,10.44751482,3.980913421,182.0443496,11.832689047,6
7388,600,166,1.18499,1,0.244846921,1,11.60568962,3.927550776,165.9488506,11.432212365000002,8
7389,600,194,0.95291,1,0.094140777,1,7.527332,3.330489634,194.0811099,6.483557354,8
7390,600,194,1.275,1,0.285473116,1,8.910711675,3.79515255,193.9156624,9.814416892,6
7391,1000,194,1.424,1,0.545463849,1,19.52660833,7.642508809,194.1777469,44.748376930000006,6
7392,400,162,0.50067,1,-0.078064723,1,10.87480313,3.680380468,162.0349411,11.137342945,6
7393,400,162,0.45373,1,-0.083125211,1,11.49329113,4.012491943,162.0077039,12.963212098,6
7394,700,170,1.1,1,0.218356206,1,12.46307837,4.481954752,169.9089394,14.706359409999996,8
7395,500,218,0.8,1,0.000538155,1,9.035734901,3.07724395,218.0628641,8.354281564,6
7396,700,210,1.13695,1,0.208061586,1,9.841089512,3.985594948,209.9337629,10.250897249999998,6
