Index,P,Vref,D1,D2,D0,Validity,ipk,irms,Vo,Ptotal,nZVS
83,100,166,0.925,1,-0.022984245,1,5.719852561,1.508869501,166.0748413,2.8555762300000005,4
84,100,166,1.075,1,0.0520011,1,5.718766191,1.508618597,166.0814396,2.855131305,4
85,100,166,0.9,1,-0.034920563,1,5.619978634,1.471838312,166.0929612,2.562876302,4
86,100,166,1.1,1,0.065166267,1,5.629752764,1.474354123,166.0536869,2.570670252,4
87,100,166,0.875,1,-0.046742136,1,5.529264442,1.43096121,166.0790018,2.273534367,4
88,100,166,1.125,1,0.07808826,1,5.510696951,1.426140333,166.1645246,2.258278493,4
89,100,166,0.85,1,-0.05849579,1,5.442060983,1.387235588,166.0576586,1.986170612,4
90,100,166,1.15,1,0.091603086,1,5.450011796,1.389200664,166.0355098,1.991106822,4
91,100,166,0.825,1,-0.066132697,1,5.344712248,1.339658121,166.1070509,1.74948132,8
92,100,166,1.175,1,0.108575994,1,5.386348696,1.350694984,165.8965402,1.7720812389999998,8
93,100,166,0.8,1,-0.075695765,1,5.263905828,1.298712751,166.0573184,1.7848772490000002,8
94,100,166,1.2,1,0.124582342,1,5.289822152,1.305284392,165.9527264,1.7962152980000003,8
95,100,166,0.775,1,-0.087284107,1,5.181835291,1.262751456,166.043658,1.80809511,8
96,100,166,1.225,1,0.137960665,1,5.203763255,1.26817925,165.9563712,1.816924025,8
97,100,166,0.75,1,-0.09892896,1,5.091737533,1.234239229,166.0731281,1.836879442,8
98,100,166,1.25,1,0.151484696,1,5.127116529,1.24264143,165.9341284,1.849862154,8
99,100,166,0.725,1,-0.110373087,1,5.015571734,1.222504163,166.0589148,1.8823575290000003,8
100,100,166,1.275,1,0.164962524,1,5.043180293,1.228683995,165.952511,1.889901377,8
101,100,166,0.7,1,-0.121747197,1,4.941670913,1.228409276,166.0495779,1.935921062,8
102,100,166,1.3,1,0.177565735,1,4.978507441,1.587143219,165.9384066,2.2064570009999995,8
103,100,166,0.675,1,-0.133105818,1,4.865883378,1.25424137,166.0614851,2.008329621,8
104,100,166,1.325,1,0.191353728,1,4.904777663,1.552268094,165.9438075,2.2308589010000004,8
105,100,166,0.65,1,-0.144267854,1,5.446202587,1.304422784,166.0466932,2.294944324,8
106,100,166,1.35,1,0.205224579,1,5.383126739,1.540602499,165.9551822,2.446278041,8
107,100,166,0.625,1,-0.15619671,1,6.152515511,1.554963008,166.0493314,2.837266773,8
108,100,166,1.375,1,0.219177407,1,6.141328032,1.555763906,165.9737194,2.830937382,8
109,100,166,0.6,1,-0.167009676,1,6.90558821,1.599767168,166.0320383,3.3214112850000004,8
110,100,166,1.4,1,0.233400662,1,6.898477804,1.600191221,165.9688361,3.312577405,8
111,100,166,0.575,1,-0.177684455,1,7.660662898,1.674036712,166.0172094,3.87543288,8
112,100,166,1.425,1,0.247587932,1,7.65664818,1.674418681,165.9990961,3.874038783,8
113,100,166,0.55,1,-0.18821843,1,8.414308765,1.777001607,166.0035418,4.549454025999999,8
114,100,166,1.45,1,0.261966057,1,8.420368715,1.777871764,166.0418991,4.555964935,8
115,100,166,0.525,1,-0.198498736,1,9.166796178,1.906854484,165.9798408,5.3391544490000005,8
116,100,166,1.475,1,0.276454832,1,9.187061488,1.908894766,166.1210937,5.356317139,8
117,100,166,0.5,1,-0.208673132,1,9.919012895,2.060594813,165.9540498,6.226585573,8
118,100,166,0.475,1,-0.218390697,1,10.66912674,2.23702008,165.910851,7.259574664000001,8
119,100,166,0.45,1,-0.229154597,1,11.41522801,2.424296645,165.8702469,8.441273917,8
120,100,166,0.425,1,-0.231992377,1,12.33558943,2.704094224,165.6686315,10.238834339,6
121,100,166,0.375,1,-0.250350208,1,13.87195406,3.153970176,165.9894715,13.739729694,6
122,100,166,0.35,1,-0.257765762,1,14.61864636,3.395965898,165.9675452,15.734760939,6
123,100,166,0.325,1,-0.26494308,1,15.37527551,3.646999048,166.0138951,17.957710526,6
124,100,166,0.3,1,-0.270854676,1,16.12826242,3.907326259,166.0348614,20.384539858,6
125,100,166,0.275,1,-0.275654978,1,16.8845213,4.176792015,166.0780325,23.060980717,6
126,100,166,0.25,1,-0.278312033,1,17.63984302,4.45692241,166.1135268,25.999166134,6
127,100,166,0.225,1,-0.281161959,1,18.4067165,4.741056488,166.2311405,29.195133423,6
128,100,166,0.47832,1,-0.217166329,1,10.56937767,2.212086845,165.9170097,7.112107148000001,8
129,100,166,0.28496,1,-0.273704129,1,16.58096324,4.068604345,166.0451141,21.963667818,6
130,100,166,1.22305,1,0.13697364,1,5.215595703,1.272057198,165.9351664,1.817130302,8
131,100,166,1.23816,1,0.145079893,1,5.163914306,1.253454563,165.9411391,1.832479138,8
132,100,166,1.04761,1,0.037724099,1,5.828871917,1.539595525,166.065515,3.1715391429999995,4
133,100,166,1.39951,1,0.233017292,1,6.883789428,1.599012358,165.9846386,3.302496356,8
134,100,166,0.35506,1,-0.256354634,1,14.46804559,3.346241612,165.9756297,15.311000479,6
135,100,166,0.22424,1,-0.279548954,1,18.43057254,4.755828726,166.2351725,29.333193143,6
136,100,166,1.13491,1,0.083466522,1,5.490407875,1.412809143,166.0926368,2.155665856,4
137,100,166,1.3878,1,0.226401861,1,6.528702708,1.574801423,165.976961,3.064647443,8
138,100,166,1.09628,1,0.063204578,1,5.642933748,1.4798816,166.0576857,2.613181767,4
139,100,166,0.46763,1,-0.221635124,1,10.96975713,2.291159798,165.9297418,7.688900179999999,8
140,100,166,0.91368,1,-0.028414946,1,5.672148318,1.492386282,166.0927477,2.721179856,4
141,100,166,0.32099,1,-0.265763464,1,15.49327992,3.688314934,165.9980738,18.330020071,6
142,100,166,0.73352,1,-0.106478168,1,5.041484553,1.224748887,166.0624545,1.865400473,8
143,100,166,0.95712,1,-0.007659796,1,5.843096431,1.542518599,166.0837219,3.2213916300000003,4
144,100,166,0.60463,1,-0.164965192,1,6.764692815,1.589323987,166.0252982,3.219569366,8
145,100,166,0.26498,1,-0.27716865,1,17.18840648,4.287439072,166.1005475,24.208270858,6
146,100,166,1.10499,1,0.067723728,1,5.604079785,1.464682215,166.082238,2.507078819,4
147,100,166,1.14257,1,0.087575856,1,5.466325034,1.399914466,166.0850471,2.068825292,4
148,100,166,0.55935,1,-0.184326508,1,8.131677719,1.735156473,166.0124553,4.2804617910000005,8
149,100,166,1.1842,1,0.1162503,1,5.354091664,1.334299551,165.9151431,1.790038622,8
150,100,166,0.48565,1,-0.214258543,1,10.34947734,2.159421718,165.9300533,6.799946351,8
151,100,166,0.45392,1,-0.229354485,1,11.20782168,2.37101507,166.0165291,8.106481416000001,8
152,100,166,0.67794,1,-0.131786729,1,4.873685585,1.249858128,166.0634349,1.999181011,8
153,100,166,0.9329,1,-0.019169585,1,5.755613966,1.51997727,166.0526316,2.950782015,4
154,100,170,1.0,1,0.012935394,1,5.438343489,1.398870152,170.0662226,2.9410630829999995,4
155,100,170,0.975,1,0.00056599,1,5.333814503,1.391168609,170.0838135,2.789777701,4
156,100,170,1.025,1,0.025568262,1,5.334068122,1.391231455,170.0827067,2.789915809,4
157,100,170,0.95,1,-0.011471967,1,5.247074353,1.373817926,170.0879085,2.582058007,4
158,100,170,1.05,1,0.038598343,1,5.25522285,1.375885182,170.0540334,2.588584061,4
159,100,170,0.925,1,-0.023409735,1,5.165499283,1.347756269,170.0833202,2.308983007,4
160,100,170,1.075,1,0.051571225,1,5.163834978,1.347344254,170.0919836,2.307873432,4
161,100,170,0.9,1,-0.035318862,1,5.084556076,1.314510061,170.0837965,2.0320622590000004,4
162,100,170,1.1,1,0.064745464,1,5.091920618,1.316432924,170.0547939,2.037077522,4
163,100,170,0.875,1,-0.047205621,1,5.003031626,1.276340459,170.0931415,1.7526925169999998,4
164,100,170,1.125,1,0.077496043,1,4.9694954,1.267530733,170.2445282,1.727010656,4
165,100,170,0.85,1,-0.057831749,1,4.920576581,1.235836779,170.139297,1.4857868129999998,8
166,100,170,1.15,1,0.092043592,1,4.941790345,1.241463201,170.0387355,1.4965355789999997,8
167,100,170,0.825,1,-0.064543666,1,4.851291886,1.200375799,170.0885794,1.522238099,8
168,100,170,1.175,1,0.110860718,1,4.890578808,1.210503452,169.930326,1.5394635250000004,8
169,100,170,0.8,1,-0.076140175,1,4.788416395,1.171228251,170.0474522,1.566033689,8
170,100,170,1.2,1,0.124131277,1,4.813934658,1.177658184,169.9460686,1.574210075,8
171,100,170,0.775,1,-0.087773748,1,4.71853619,1.149078303,170.0450106,1.612500851,8
172,100,170,1.225,1,0.137473995,1,4.740941679,1.154512105,169.9571462,1.618827954,8
173,100,170,0.75,1,-0.099374321,1,4.648502948,1.139844046,170.0540005,1.667535197,8
174,100,170,1.25,1,0.149930354,1,4.679076741,1.491606447,169.9511168,1.910705462,8
175,100,170,0.725,1,-0.110852793,1,4.585790688,1.149066194,170.046355,1.737331203,8
176,100,170,1.275,1,0.163515999,1,4.616084936,1.449550605,169.9521946,1.939328696,8
177,100,170,0.7,1,-0.123204632,1,4.523165908,1.422480774,170.0674971,1.975344607,8
178,100,170,1.3,1,0.177202198,1,4.555257224,1.425409312,169.9508728,1.984774159,8
179,100,170,0.675,1,-0.134393795,1,5.254655118,1.421999433,170.0494576,2.26803542,8
180,100,170,1.325,1,0.190933001,1,5.239710875,1.424155008,169.9633223,2.2628948919999994,8
181,100,170,0.65,1,-0.145534531,1,6.0067054,1.448257905,170.0447417,2.6486150740000003,8
182,100,170,1.35,1,0.204795383,1,5.997737095,1.449219677,169.9695962,2.642409084,8
183,100,170,0.625,1,-0.156545267,1,6.760529348,1.502147148,170.0367624,3.1222655040000005,8
184,100,170,1.375,1,0.218850172,1,6.749537005,1.503189381,169.9611784,3.1159195690000003,8
185,100,170,0.6,1,-0.167428272,1,7.514440311,1.584138729,170.0282959,3.688616157,8
186,100,170,1.4,1,0.23285982,1,7.508996268,1.584803317,169.9904597,3.683304498,8
187,100,170,0.575,1,-0.178165326,1,8.268252556,1.693020717,170.0179454,4.343753264,8
188,100,170,1.425,1,0.247098283,1,8.269953481,1.694083214,170.0196062,4.346566548,8
189,100,170,0.55,1,-0.188736309,1,9.022403267,1.826783218,170.0036938,5.115073656,8
190,100,170,1.45,1,0.261415016,1,9.035411907,1.828927589,170.088013,5.127366147,8
191,100,170,0.525,1,-0.199155998,1,9.775208804,1.982641677,169.9859317,5.984588114,8
192,100,170,1.475,1,0.275758707,1,9.808092048,1.987154804,170.2041757,6.022553419,8
193,100,170,0.5,1,-0.209223568,1,10.59567866,2.159019572,169.9518778,7.070252991,8
194,100,170,1.5,1,0.290580384,1,10.53985796,2.160377413,170.0470922,7.011301742999999,8
195,100,170,0.475,1,-0.214949206,1,11.46939194,2.407286243,169.9533506,8.510099960000002,6
196,100,170,0.45,1,-0.224394039,1,12.22542995,2.622785419,169.9450293,9.945984028,6
197,100,170,0.425,1,-0.233259034,1,12.9321033,2.828139214,169.7238486,11.444251605,6
198,100,170,0.35,1,-0.259016311,1,15.22041775,3.543197443,169.9865943,17.364880390000003,6
199,100,170,0.325,1,-0.265947709,1,15.9720508,3.797825644,169.9984618,19.719340056,6
200,100,170,0.3,1,-0.272281324,1,16.72912003,4.060712823,170.0477488,22.305508659,6
201,100,170,0.275,1,-0.276887027,1,17.48274513,4.333053614,170.0724424,25.145352814,6
202,100,170,0.25,1,-0.2803675,1,18.24304989,4.613913939,170.1430135,28.247368398,6
203,100,170,0.225,1,-0.283129583,1,19.00656761,4.89982529,170.2373018,31.603061719000003,6
204,100,170,0.75493,1,-0.097175786,1,4.654850761,1.138711072,170.080637,1.6517614350000005,8
205,100,170,1.48836,1,0.283385001,1,10.22146132,2.079801428,170.2700906,6.560496079,8
206,100,170,0.27269,1,-0.277028029,1,17.55046748,4.35891907,170.0613687,25.417173346,6
207,100,170,0.47183,1,-0.215624389,1,11.53138745,2.430061529,169.7223708,8.636088999,6
208,100,170,1.19681,1,0.122466224,1,4.826542005,1.182150789,169.9324366,1.570581847,8
209,100,170,0.90757,1,-0.031701529,1,5.110614516,1.325603694,170.0765628,2.117177839,4
210,100,170,0.74906,1,-0.099775468,1,4.64880999,1.14047634,170.04307,1.6709328010000002,8
211,100,170,1.43589,1,0.253289116,1,8.601389667,1.749542757,170.0434221,4.676980101,8
212,100,170,0.42016,1,-0.234994647,1,13.06975806,2.869721562,169.6736641,11.757144542,6
213,100,170,0.53582,1,-0.194584217,1,9.448634868,1.91294148,169.9877192,5.589551833000001,8
214,100,170,0.38868,1,-0.24566456,1,14.00465488,3.158793939,169.6106361,14.013330577,6
215,100,170,0.82966,1,-0.062352748,1,4.865411736,1.207073277,170.0875458,1.515750734,8
216,100,170,0.67815,1,-0.132985522,1,5.15749858,1.421057284,170.0497902,2.225384354,8
217,100,170,0.31427,1,-0.268558183,1,16.29387401,3.909794043,169.9980949,20.792923999000003,6
218,100,170,0.6784,1,-0.132862645,1,5.149535993,1.421026688,170.0469289,2.221935094,8
219,100,170,0.74454,1,-0.101958014,1,4.628569641,1.138903668,170.0755125,1.6792460369999995,8
220,100,170,0.5724,1,-0.179365713,1,8.34851692,1.70559609,170.0302453,4.420786349,8
221,100,170,0.40117,1,-0.241550724,1,13.63557821,3.042726816,169.6480915,13.085732796,6
222,100,170,1.43646,1,0.253668311,1,8.618770796,1.752803087,170.0437308,4.695894812,8
223,100,170,1.21208,1,0.130652477,1,4.785746537,1.166885895,169.9220702,1.5975617729999998,8
224,100,170,0.28429,1,-0.275347759,1,17.20246663,4.2307903,170.061737,24.059789715,6
225,100,170,0.89646,1,-0.036938832,1,5.079974184,1.31113947,170.0558221,1.9976187690000005,4
226,100,170,0.2281,1,-0.281355608,1,18.91355473,4.869707244,170.2338422,31.214322851,6
227,100,170,1.46868,1,0.272093565,1,9.611112128,1.944751469,170.1680953,5.780625067000001,8
228,100,170,1.39187,1,0.228329571,1,7.261144932,1.555284087,169.9747186,3.4924671300000005,8
229,100,170,0.38734,1,-0.24721783,1,14.0984661,3.179098157,169.9732206,14.224762047,6
230,100,170,0.60837,1,-0.163873008,1,7.265426354,1.553422675,170.0456054,3.496450958,8
231,100,174,1.0,1,0.01256354,1,4.841473957,1.238257666,174.0677894,2.40777594,4
232,100,174,0.975,1,0.000199959,1,4.752372821,1.230982075,174.0824165,2.2682404120000004,4
233,100,174,1.025,1,0.025189499,1,4.751113001,1.230660123,174.0875529,2.267529888,4
234,100,174,0.95,1,-0.011830003,1,4.682095144,1.215193295,174.0795557,2.06897506,4
235,100,174,1.05,1,0.038209571,1,4.686627464,1.216364933,174.0614449,2.0721823070000003,4
236,100,174,0.925,1,-0.023776055,1,4.615378548,1.191354681,174.0752124,1.806077229,4
237,100,174,1.075,1,0.051201515,1,4.613241717,1.190802074,174.0854475,1.804167334,4
238,100,174,0.9,1,-0.035665377,1,4.552429563,1.162539022,174.0624052,1.541270953,4
239,100,174,1.1,1,0.064308939,1,4.54998468,1.161898702,174.0737408,1.539592882,4
240,100,174,0.875,1,-0.047620805,1,4.479412622,1.128131905,174.0974475,1.268666274,4
241,100,174,1.125,1,0.077373461,1,4.47907048,1.128043939,174.1002237,1.267428157,4
242,100,174,0.85,1,-0.053145901,1,4.424484646,1.09895738,174.0664717,1.273346818,8
243,100,174,1.15,1,0.097090832,1,4.447621706,1.105029259,173.9789438,1.280924132,8
244,100,174,0.825,1,-0.064913285,1,4.364559108,1.072672202,174.0647861,1.326112283,8
245,100,174,1.175,1,0.110388908,1,4.394057184,1.080274648,173.9487048,1.3357891169999998,8
246,100,174,0.8,1,-0.077621486,1,4.304358651,1.372962676,174.0924967,1.5831927569999995,8
247,100,174,1.2,1,0.122779915,1,4.342299657,1.379438919,173.9442238,1.5955219670000005,8
248,100,174,0.775,1,-0.089081152,1,4.258201921,1.327645226,174.0459708,1.6232206809999998,8
249,100,174,1.225,1,0.136223961,1,4.288019752,1.332869602,173.9380652,1.6333979370000002,8
250,100,174,0.75,1,-0.100710306,1,4.197591636,1.295999425,174.0802391,1.6717638629999998,8
251,100,174,1.25,1,0.149675164,1,4.231145329,1.30050615,173.9531128,1.681576136,8
252,100,174,0.725,1,-0.112082234,1,4.355577808,1.285049504,174.0544306,1.783544904,8
253,100,174,1.275,1,0.163263976,1,4.342330345,1.287716933,173.9494496,1.7812711930000005,8
254,100,174,0.7,1,-0.123451089,1,5.111595977,1.296240825,174.0549669,2.0841196370000006,8
255,100,174,1.3,1,0.176952517,1,5.092893108,1.299514592,173.9402695,2.076561643,8
256,100,174,0.675,1,-0.134668,1,5.863157298,1.334294063,174.0378006,2.4601260160000007,8
257,100,174,1.325,1,0.190728962,1,5.848719794,1.336440336,173.9375278,2.452038625,8
258,100,174,0.65,1,-0.145920111,1,6.619778576,1.398705603,174.0549742,2.926602946,8
259,100,174,1.35,1,0.204553861,1,6.603064332,1.400733472,173.9485897,2.91900453,8
260,100,174,0.625,1,-0.156894848,1,7.370800889,1.490394053,174.0322633,3.493382744,8
261,100,174,1.375,1,0.218385525,1,7.362581948,1.491350801,173.9825135,3.490820085,8
262,100,174,0.6,1,-0.167892927,1,8.126222618,1.606479608,174.0393781,4.14666959,8
263,100,174,1.4,1,0.232421481,1,8.122155293,1.607730617,174.0085444,4.142878137,8
264,100,174,0.575,1,-0.178624226,1,8.878214175,1.745606307,174.0209995,4.895047975,8
265,100,174,1.425,1,0.246575755,1,8.885420909,1.747613523,174.0700852,4.903550115,8
266,100,174,0.55,1,-0.189149793,1,9.629710458,1.90521583,173.9972905,5.740630953,8
267,100,174,1.45,1,0.260608684,1,9.657494273,1.908015441,174.1835977,5.77204542,8
268,100,174,0.525,1,-0.201711306,1,10.46699499,2.055058595,174.093725,6.798613495,8
269,100,174,1.475,1,0.278706421,1,10.53472731,2.124339126,174.09794,6.947733734,8
270,100,174,0.5,1,-0.205220172,1,11.29142507,2.325789591,173.7550519,8.172887475,6
271,100,174,1.5,1,0.293882041,1,11.33761213,2.328126702,174.1028794,8.23228235,6
272,100,174,0.475,1,-0.215130387,1,12.05398454,2.539029966,173.7993424,9.57368824,6
273,100,174,1.525,1,0.308784021,1,12.09814059,2.535203963,174.1748512,9.628988251,6
274,100,174,0.45,1,-0.225041739,1,12.78618131,2.741116752,173.7573547,11.061505724,6
275,100,174,0.425,1,-0.234232683,1,13.53019673,2.964043804,173.7180069,12.746017187,6
276,100,174,0.4,1,-0.242892775,1,14.27346043,3.195919312,173.6732121,14.614586149,6
277,100,174,0.35,1,-0.259918377,1,15.81732093,3.692861147,173.9718527,19.087801169,6
278,100,174,0.325,1,-0.266954628,1,16.56961329,3.95048469,173.9882644,21.589931053,6
279,100,174,0.3,1,-0.273199777,1,17.32523266,4.21621878,174.0273638,24.346181019000003,6
280,100,174,0.275,1,-0.27838363,1,18.08346609,4.490085376,174.0842384,27.350864944,6
281,100,174,0.25,1,-0.281271239,1,18.83969002,4.774161021,174.1256941,30.619444622000003,6
282,100,174,0.5622,1,-0.184135902,1,9.264307241,1.824498357,174.021768,5.312246638,8
283,100,174,1.19145,1,0.119193037,1,4.361601725,1.068853202,173.9253842,1.375646303,8
284,100,174,1.39906,1,0.231952823,1,8.092873821,1.603173573,174.0017191,4.115532387,8
285,100,174,1.45767,1,0.2648667,1,9.895212966,1.960716394,174.2256369,6.067545858,8
286,100,174,1.48826,1,0.287050147,1,10.98162296,2.235352227,174.0765567,7.637054074,6
287,100,174,0.97988,1,0.002632786,1,4.773976967,1.23468719,174.0571482,2.299475858,4
288,100,174,1.32643,1,0.191469844,1,5.891665481,1.339324827,173.9486618,2.475863739,8
289,100,174,1.39189,1,0.227881963,1,7.874319989,1.567372386,173.9945002,3.916895266,8
290,100,174,0.29921,1,-0.273488066,1,17.35035496,4.224654879,174.0372431,24.439072815,6
291,100,174,0.89772,1,-0.036769256,1,4.544405615,1.159114034,174.0709098,1.515752919,4
292,100,174,0.31775,1,-0.26881331,1,16.78778385,4.026721145,173.993013,22.360708314,6
